Sensor,Physical Property,Measurement Unit,Time,Value
S43_C1_M,bVOC,Parts Per Billion,2021-07-05T23:32:29Z,980
S43_C1_M,bVOC,Parts Per Billion,2021-07-05T23:48:05Z,955
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T00:03:11Z,938
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T00:18:17Z,981
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T00:33:23Z,922
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T00:48:29Z,955
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T01:04:05Z,1037
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T01:19:10Z,1009
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T01:34:16Z,901
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T01:49:22Z,961
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T02:04:28Z,928
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T02:20:04Z,882
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T02:35:10Z,864
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T02:50:16Z,851
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T03:05:22Z,830
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T03:20:28Z,842
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T03:36:04Z,839
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T03:51:10Z,834
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T04:06:16Z,786
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T04:21:22Z,785
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T04:36:28Z,499
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T04:52:03Z,499
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T05:07:09Z,535
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T05:22:15Z,499
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T05:37:21Z,600
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T05:52:27Z,499
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T06:08:02Z,590
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T06:23:03Z,507
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T06:38:07Z,523
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T06:53:11Z,499
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T07:08:17Z,499
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T07:23:23Z,501
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T07:38:29Z,535
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T07:54:04Z,524
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T07:57:29Z,524
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T07:58:06Z,585
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T08:13:12Z,532
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T08:28:18Z,513
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T08:43:25Z,751
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T08:59:01Z,870
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T09:14:07Z,926
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T09:29:13Z,902
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T09:44:20Z,791
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T09:59:26Z,792
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T10:13:28Z,728
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T10:14:18Z,728
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T10:14:22Z,728
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T10:14:25Z,728
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T10:14:26Z,728
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T10:15:01Z,728
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T10:15:03Z,728
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T10:15:05Z,728
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T10:30:11Z,2572
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T10:45:15Z,4040
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T10:45:17Z,4040
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T10:45:26Z,4040
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T10:46:00Z,4040
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T10:46:03Z,4040
S43_C1_M,bVOC,Parts Per Billion,2021-07-06T10:46:05Z,4040
S43_C1_M,Temperature,Celsius,2021-07-05T10:52:09Z,30.43
S43_C1_M,Temperature,Celsius,2021-07-05T10:53:12Z,30.43
S43_C1_M,Temperature,Celsius,2021-07-05T11:08:19Z,30.67
S43_C1_M,Temperature,Celsius,2021-07-05T11:23:25Z,30.84
S43_C1_M,Temperature,Celsius,2021-07-05T11:39:01Z,30.99
S43_C1_M,Temperature,Celsius,2021-07-05T11:54:07Z,31.09
S43_C1_M,Temperature,Celsius,2021-07-05T12:09:12Z,31.19
S43_C1_M,Temperature,Celsius,2021-07-05T12:24:16Z,31.27
S43_C1_M,Temperature,Celsius,2021-07-05T12:39:20Z,31.35
S43_C1_M,Temperature,Celsius,2021-07-05T12:54:24Z,31.4
S43_C1_M,Temperature,Celsius,2021-07-05T13:10:00Z,31.44
S43_C1_M,Temperature,Celsius,2021-07-05T13:25:06Z,31.47
S43_C1_M,Temperature,Celsius,2021-07-05T13:40:12Z,31.49
S43_C1_M,Temperature,Celsius,2021-07-05T13:55:18Z,31.51
S43_C1_M,Temperature,Celsius,2021-07-05T14:10:24Z,31.52
S43_C1_M,Temperature,Celsius,2021-07-05T14:26:00Z,31.53
S43_C1_M,Temperature,Celsius,2021-07-05T14:41:05Z,31.55
S43_C1_M,Temperature,Celsius,2021-07-05T14:56:11Z,31.59
S43_C1_M,Temperature,Celsius,2021-07-05T15:11:17Z,31.62
S43_C1_M,Temperature,Celsius,2021-07-05T15:26:23Z,31.64
S43_C1_M,Temperature,Celsius,2021-07-05T15:41:29Z,31.64
S43_C1_M,Temperature,Celsius,2021-07-05T15:57:05Z,31.62
S43_C1_M,Temperature,Celsius,2021-07-05T16:12:11Z,31.56
S43_C1_M,Temperature,Celsius,2021-07-05T16:27:17Z,31.51
S43_C1_M,Temperature,Celsius,2021-07-05T16:42:23Z,31.47
S43_C1_M,Temperature,Celsius,2021-07-05T16:57:29Z,31.41
S43_C1_M,Temperature,Celsius,2021-07-05T17:13:05Z,31.36
S43_C1_M,Temperature,Celsius,2021-07-05T17:28:11Z,31.32
S43_C1_M,Temperature,Celsius,2021-07-05T17:43:17Z,31.29
S43_C1_M,Temperature,Celsius,2021-07-05T17:58:23Z,31.25
S43_C1_M,Temperature,Celsius,2021-07-05T18:13:28Z,31.22
S43_C1_M,Temperature,Celsius,2021-07-05T18:29:04Z,31.18
S43_C1_M,Temperature,Celsius,2021-07-05T18:44:10Z,31.17
S43_C1_M,Temperature,Celsius,2021-07-05T18:59:17Z,31.14
S43_C1_M,Temperature,Celsius,2021-07-05T19:14:23Z,31.12
S43_C1_M,Temperature,Celsius,2021-07-05T19:29:29Z,31.1
S43_C1_M,Temperature,Celsius,2021-07-05T19:45:04Z,31.09
S43_C1_M,Temperature,Celsius,2021-07-05T20:00:10Z,31.07
S43_C1_M,Temperature,Celsius,2021-07-05T20:15:16Z,31.06
S43_C1_M,Temperature,Celsius,2021-07-05T20:30:22Z,31.04
S43_C1_M,Temperature,Celsius,2021-07-05T20:45:28Z,31.02
S43_C1_M,Temperature,Celsius,2021-07-05T21:01:04Z,31.01
S43_C1_M,Temperature,Celsius,2021-07-05T21:16:09Z,31
S43_C1_M,Temperature,Celsius,2021-07-05T21:31:13Z,30.98
S43_C1_M,Temperature,Celsius,2021-07-05T21:46:17Z,30.97
S43_C1_M,Temperature,Celsius,2021-07-05T22:01:23Z,30.96
S43_C1_M,Temperature,Celsius,2021-07-05T22:16:29Z,30.94
S43_C1_M,Temperature,Celsius,2021-07-05T22:32:05Z,30.93
S43_C1_M,Temperature,Celsius,2021-07-05T22:47:11Z,30.92
S43_C1_M,Temperature,Celsius,2021-07-05T23:02:17Z,30.9
S43_C1_M,Temperature,Celsius,2021-07-05T23:17:23Z,30.9
S43_C1_M,Temperature,Celsius,2021-07-05T23:32:29Z,30.89
S43_C1_M,Temperature,Celsius,2021-07-05T23:48:05Z,30.87
S43_C1_M,Temperature,Celsius,2021-07-06T00:03:11Z,30.86
S43_C1_M,Temperature,Celsius,2021-07-06T00:18:17Z,30.85
S43_C1_M,Temperature,Celsius,2021-07-06T00:33:23Z,30.84
S43_C1_M,Temperature,Celsius,2021-07-06T00:48:29Z,30.83
S43_C1_M,Temperature,Celsius,2021-07-06T01:04:05Z,30.82
S43_C1_M,Temperature,Celsius,2021-07-06T01:19:10Z,30.81
S43_C1_M,Temperature,Celsius,2021-07-06T01:34:16Z,30.8
S43_C1_M,Temperature,Celsius,2021-07-06T01:49:22Z,30.78
S43_C1_M,Temperature,Celsius,2021-07-06T02:04:28Z,30.78
S43_C1_M,Temperature,Celsius,2021-07-06T02:20:04Z,30.78
S43_C1_M,Temperature,Celsius,2021-07-06T02:35:10Z,30.75
S43_C1_M,Temperature,Celsius,2021-07-06T02:50:16Z,30.74
S43_C1_M,Temperature,Celsius,2021-07-06T03:05:22Z,30.72
S43_C1_M,Temperature,Celsius,2021-07-06T03:20:28Z,30.72
S43_C1_M,Temperature,Celsius,2021-07-06T03:36:04Z,30.71
S43_C1_M,Temperature,Celsius,2021-07-06T03:51:10Z,30.72
S43_C1_M,Temperature,Celsius,2021-07-06T04:06:16Z,30.72
S43_C1_M,Temperature,Celsius,2021-07-06T04:21:22Z,30.66
S43_C1_M,Temperature,Celsius,2021-07-06T04:36:28Z,30.37
S43_C1_M,Temperature,Celsius,2021-07-06T04:52:03Z,30.22
S43_C1_M,Temperature,Celsius,2021-07-06T05:07:09Z,30.11
S43_C1_M,Temperature,Celsius,2021-07-06T05:22:15Z,30.08
S43_C1_M,Temperature,Celsius,2021-07-06T05:37:21Z,30.05
S43_C1_M,Temperature,Celsius,2021-07-06T05:52:27Z,30.03
S43_C1_M,Temperature,Celsius,2021-07-06T06:08:02Z,30.02
S43_C1_M,Temperature,Celsius,2021-07-06T06:23:03Z,29.98
S43_C1_M,Temperature,Celsius,2021-07-06T06:38:07Z,29.97
S43_C1_M,Temperature,Celsius,2021-07-06T06:53:11Z,29.97
S43_C1_M,Temperature,Celsius,2021-07-06T07:08:17Z,29.9
S43_C1_M,Temperature,Celsius,2021-07-06T07:23:23Z,29.91
S43_C1_M,Temperature,Celsius,2021-07-06T07:38:29Z,29.93
S43_C1_M,Temperature,Celsius,2021-07-06T07:54:04Z,29.94
S43_C1_M,Temperature,Celsius,2021-07-06T07:57:29Z,29.94
S43_C1_M,Temperature,Celsius,2021-07-06T07:58:06Z,29.95
S43_C1_M,Temperature,Celsius,2021-07-06T08:13:12Z,29.99
S43_C1_M,Temperature,Celsius,2021-07-06T08:28:18Z,30.06
S43_C1_M,Temperature,Celsius,2021-07-06T08:43:25Z,30.12
S43_C1_M,Temperature,Celsius,2021-07-06T08:59:01Z,30.16
S43_C1_M,Temperature,Celsius,2021-07-06T09:14:07Z,30.23
S43_C1_M,Temperature,Celsius,2021-07-06T09:29:13Z,30.26
S43_C1_M,Temperature,Celsius,2021-07-06T09:44:20Z,30.34
S43_C1_M,Temperature,Celsius,2021-07-06T09:59:26Z,30.4
S43_C1_M,Temperature,Celsius,2021-07-06T10:13:28Z,30.46
S43_C1_M,Temperature,Celsius,2021-07-06T10:14:18Z,30.46
S43_C1_M,Temperature,Celsius,2021-07-06T10:14:22Z,30.46
S43_C1_M,Temperature,Celsius,2021-07-06T10:14:25Z,30.46
S43_C1_M,Temperature,Celsius,2021-07-06T10:14:26Z,30.46
S43_C1_M,Temperature,Celsius,2021-07-06T10:15:01Z,30.46
S43_C1_M,Temperature,Celsius,2021-07-06T10:15:03Z,30.46
S43_C1_M,Temperature,Celsius,2021-07-06T10:15:05Z,30.46
S43_C1_M,Temperature,Celsius,2021-07-06T10:30:11Z,31.86
S43_C1_M,Temperature,Celsius,2021-07-06T10:45:15Z,31.96
S43_C1_M,Temperature,Celsius,2021-07-06T10:45:17Z,31.96
S43_C1_M,Temperature,Celsius,2021-07-06T10:45:26Z,31.96
S43_C1_M,Temperature,Celsius,2021-07-06T10:46:00Z,31.96
S43_C1_M,Temperature,Celsius,2021-07-06T10:46:03Z,31.96
S43_C1_M,Temperature,Celsius,2021-07-06T10:46:05Z,31.96
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T10:32:14Z,527
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T10:47:20Z,499
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T11:02:26Z,468
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T11:18:02Z,441
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T11:33:08Z,425
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T11:48:14Z,415
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T12:03:20Z,409
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T12:18:24Z,408
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T12:33:29Z,407
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T12:49:05Z,409
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T13:04:11Z,409
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T13:19:17Z,409
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T13:34:22Z,410
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T13:49:28Z,409
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T14:05:04Z,409
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T14:20:10Z,408
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T14:35:15Z,408
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T14:50:21Z,408
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T15:05:27Z,408
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T15:21:02Z,408
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T15:36:08Z,407
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T15:51:14Z,406
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T16:06:20Z,406
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T16:21:26Z,403
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T16:37:02Z,400
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T16:52:08Z,397
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T17:07:14Z,395
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T17:22:20Z,392
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T17:37:26Z,392
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T17:53:02Z,393
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T18:08:08Z,394
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T18:23:14Z,393
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T18:38:19Z,392
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T18:53:25Z,390
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T19:09:01Z,386
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T19:24:08Z,384
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T19:39:14Z,386
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T19:54:20Z,385
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T20:09:25Z,384
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T20:25:01Z,381
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T20:40:07Z,382
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T20:55:13Z,382
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T21:10:17Z,379
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T21:25:23Z,379
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T21:40:29Z,378
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T21:56:04Z,378
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T22:11:10Z,378
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T22:26:16Z,377
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T22:41:21Z,377
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T22:56:27Z,377
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T23:12:03Z,377
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T23:27:09Z,376
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T23:42:15Z,375
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-05T23:57:21Z,374
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T00:12:27Z,373
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T00:28:03Z,371
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T00:43:09Z,369
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T00:58:15Z,369
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T01:13:20Z,368
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T01:28:26Z,367
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T01:44:02Z,363
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T01:59:08Z,363
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T02:14:14Z,362
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T02:29:20Z,361
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T02:44:26Z,362
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T03:00:02Z,359
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T03:15:08Z,360
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T03:30:14Z,360
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T03:45:19Z,360
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T04:00:25Z,360
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T04:16:01Z,360
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T04:31:07Z,386
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T04:46:13Z,408
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T05:01:19Z,423
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T05:16:25Z,446
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T05:32:01Z,464
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T05:33:25Z,467
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T05:49:01Z,493
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T06:04:07Z,496
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T06:19:13Z,457
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T06:34:19Z,444
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T06:49:25Z,428
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T07:05:00Z,411
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T07:20:06Z,406
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T07:35:12Z,406
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T07:50:18Z,417
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T08:05:24Z,453
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T08:21:00Z,528
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T08:36:06Z,588
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T08:51:12Z,568
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T09:06:18Z,536
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T09:21:24Z,524
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T09:37:00Z,499
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T09:52:06Z,524
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T10:07:12Z,568
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T10:16:02Z,518
S43_C2_M,Carbon Dioxide,Parts Per Million,2021-07-06T10:16:05Z,518
