Sensor,Physical Property,Measurement Unit,Time,Value
S43_C2_M,bVOC,Parts Per Billion,2021-07-05T17:37:26Z,979
S43_C2_M,bVOC,Parts Per Billion,2021-07-05T17:53:02Z,957
S43_C2_M,bVOC,Parts Per Billion,2021-07-05T18:08:08Z,910
S43_C2_M,bVOC,Parts Per Billion,2021-07-05T18:23:14Z,937
S43_C2_M,bVOC,Parts Per Billion,2021-07-05T18:38:19Z,893
S43_C2_M,bVOC,Parts Per Billion,2021-07-05T18:53:25Z,1006
S43_C2_M,bVOC,Parts Per Billion,2021-07-05T19:09:01Z,927
S43_C2_M,bVOC,Parts Per Billion,2021-07-05T19:24:08Z,932
S43_C2_M,bVOC,Parts Per Billion,2021-07-05T19:39:14Z,942
S43_C2_M,bVOC,Parts Per Billion,2021-07-05T19:54:20Z,951
S43_C2_M,bVOC,Parts Per Billion,2021-07-05T20:09:25Z,878
S43_C2_M,bVOC,Parts Per Billion,2021-07-05T20:25:01Z,920
S43_C2_M,bVOC,Parts Per Billion,2021-07-05T20:40:07Z,1021
S43_C2_M,bVOC,Parts Per Billion,2021-07-05T20:55:13Z,849
S43_C2_M,bVOC,Parts Per Billion,2021-07-05T21:10:17Z,860
S43_C2_M,bVOC,Parts Per Billion,2021-07-05T21:25:23Z,889
S43_C2_M,bVOC,Parts Per Billion,2021-07-05T21:40:29Z,907
S43_C2_M,bVOC,Parts Per Billion,2021-07-05T21:56:04Z,880
S43_C2_M,bVOC,Parts Per Billion,2021-07-05T22:11:10Z,926
S43_C2_M,bVOC,Parts Per Billion,2021-07-05T22:26:16Z,840
S43_C2_M,bVOC,Parts Per Billion,2021-07-05T22:41:21Z,951
S43_C2_M,bVOC,Parts Per Billion,2021-07-05T22:56:27Z,827
S43_C2_M,bVOC,Parts Per Billion,2021-07-05T23:12:03Z,923
S43_C2_M,bVOC,Parts Per Billion,2021-07-05T23:27:09Z,896
S43_C2_M,bVOC,Parts Per Billion,2021-07-05T23:42:15Z,843
S43_C2_M,bVOC,Parts Per Billion,2021-07-05T23:57:21Z,907
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T00:12:27Z,911
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T00:28:03Z,866
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T00:43:09Z,860
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T00:58:15Z,891
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T01:13:20Z,857
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T01:28:26Z,877
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T01:44:02Z,810
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T01:59:08Z,811
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T02:14:14Z,780
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T02:29:20Z,852
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T02:44:26Z,820
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T03:00:02Z,822
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T03:15:08Z,817
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T03:30:14Z,831
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T03:45:19Z,846
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T04:00:25Z,822
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T04:16:01Z,785
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T04:31:07Z,499
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T04:46:13Z,508
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T05:01:19Z,499
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T05:16:25Z,499
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T05:32:01Z,522
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T05:33:25Z,513
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T05:49:01Z,585
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T06:04:07Z,548
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T06:19:13Z,499
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T06:34:19Z,536
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T06:49:25Z,515
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T07:05:00Z,499
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T07:20:06Z,499
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T07:35:12Z,499
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T07:50:18Z,644
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T08:05:24Z,856
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T08:21:00Z,1300
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T08:36:06Z,2087
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T08:51:12Z,3540
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T09:06:18Z,2455
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T09:21:24Z,2443
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T09:37:00Z,1686
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T09:52:06Z,1732
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T10:07:12Z,2543
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T10:16:02Z,2160
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T10:16:05Z,2160
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T10:16:07Z,2160
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T10:16:10Z,2160
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T10:17:00Z,2160
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T10:17:02Z,2160
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T10:17:03Z,2160
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T10:17:08Z,2160
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T10:17:21Z,2160
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T10:17:24Z,2160
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T10:17:26Z,2160
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T10:33:02Z,4627
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T10:35:27Z,5579
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T10:36:00Z,5579
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T10:36:02Z,5579
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T10:36:04Z,5579
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T10:36:07Z,5579
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T10:41:16Z,6160
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T10:42:06Z,6160
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T10:44:00Z,6493
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T10:44:05Z,6493
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T10:44:11Z,6493
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T10:44:14Z,6493
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T10:44:20Z,6493
S43_C2_M,bVOC,Parts Per Billion,2021-07-06T10:44:23Z,6493
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T10:42:10Z,568
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T10:42:13Z,568
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T10:57:21Z,536
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T11:12:26Z,469
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T11:28:02Z,449
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T11:43:08Z,437
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T11:58:14Z,430
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T12:13:18Z,431
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T12:28:23Z,431
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T12:43:29Z,431
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T12:59:05Z,431
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T13:14:11Z,426
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T13:29:16Z,428
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T13:44:22Z,428
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T13:59:28Z,427
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T14:15:04Z,427
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T14:30:09Z,431
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T14:45:15Z,428
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T15:00:21Z,427
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T15:15:27Z,428
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T15:31:02Z,429
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T15:46:08Z,430
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T16:01:14Z,428
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T16:16:20Z,428
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T16:31:25Z,423
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T16:47:01Z,426
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T17:02:07Z,428
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T17:17:13Z,434
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T17:32:18Z,432
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T17:47:24Z,429
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T18:02:29Z,429
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T18:18:05Z,429
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T18:33:11Z,431
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T18:48:17Z,433
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T19:03:23Z,434
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T19:18:29Z,428
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T19:34:05Z,428
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T19:49:11Z,430
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T20:04:16Z,428
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T20:19:22Z,429
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T20:34:28Z,430
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T20:50:04Z,434
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T21:05:10Z,430
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T21:20:14Z,431
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T21:35:20Z,431
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T21:50:26Z,431
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T22:06:01Z,430
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T22:21:07Z,432
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T22:36:13Z,433
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T22:51:19Z,433
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T23:06:24Z,433
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T23:22:00Z,433
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T23:37:06Z,433
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-05T23:52:12Z,433
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T00:07:17Z,433
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T00:22:23Z,433
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T00:37:27Z,433
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T00:53:03Z,433
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T01:08:09Z,432
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T01:23:15Z,423
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T01:38:21Z,429
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T01:53:27Z,433
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T02:09:03Z,433
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T02:24:09Z,435
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T02:39:15Z,435
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T02:54:21Z,437
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T03:09:26Z,437
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T03:25:02Z,437
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T03:40:08Z,438
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T03:55:14Z,438
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T04:10:20Z,439
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T04:25:26Z,440
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T04:41:02Z,432
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T04:56:08Z,432
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T05:11:14Z,428
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T05:26:20Z,429
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T05:41:26Z,430
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T05:57:02Z,429
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T06:12:07Z,426
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T06:27:13Z,429
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T06:42:19Z,432
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T06:57:25Z,432
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T07:13:00Z,434
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T07:28:06Z,436
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T07:43:12Z,433
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T07:58:18Z,431
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T08:13:24Z,432
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T08:29:00Z,434
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T08:44:06Z,431
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T08:59:12Z,432
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T09:14:17Z,433
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T09:29:23Z,433
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T09:44:29Z,435
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T10:00:05Z,436
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T10:10:28Z,441
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T10:11:14Z,441
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T10:11:19Z,441
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T10:11:22Z,441
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T10:11:26Z,441
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T10:12:00Z,441
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T10:12:08Z,441
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T10:12:23Z,441
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T10:13:28Z,442
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T10:18:21Z,443
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T10:33:27Z,451
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T10:36:13Z,451
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T10:36:14Z,451
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T10:36:16Z,451
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T10:42:21Z,454
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T10:43:05Z,455
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T10:44:06Z,455
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T10:44:17Z,455
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T10:44:25Z,455
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T10:45:00Z,455
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T10:45:02Z,455
S43_OD_M,Carbon Dioxide,Parts Per Million,2021-07-06T10:45:07Z,455
S43_OD_M,Humidity,Relative,2021-07-05T10:42:10Z,43
S43_OD_M,Humidity,Relative,2021-07-05T10:42:13Z,43
S43_OD_M,Humidity,Relative,2021-07-05T10:57:21Z,47
S43_OD_M,Humidity,Relative,2021-07-05T11:12:26Z,47
S43_OD_M,Humidity,Relative,2021-07-05T11:28:02Z,47
S43_OD_M,Humidity,Relative,2021-07-05T11:43:08Z,48
S43_OD_M,Humidity,Relative,2021-07-05T11:58:14Z,48
S43_OD_M,Humidity,Relative,2021-07-05T12:13:18Z,48.5
S43_OD_M,Humidity,Relative,2021-07-05T12:28:23Z,47.5
S43_OD_M,Humidity,Relative,2021-07-05T12:43:29Z,49
S43_OD_M,Humidity,Relative,2021-07-05T12:59:05Z,50
S43_OD_M,Humidity,Relative,2021-07-05T13:14:11Z,50.5
S43_OD_M,Humidity,Relative,2021-07-05T13:29:16Z,50.5
S43_OD_M,Humidity,Relative,2021-07-05T13:44:22Z,52.5
S43_OD_M,Humidity,Relative,2021-07-05T13:59:28Z,53
S43_OD_M,Humidity,Relative,2021-07-05T14:15:04Z,53.5
S43_OD_M,Humidity,Relative,2021-07-05T14:30:09Z,53.5
S43_OD_M,Humidity,Relative,2021-07-05T14:45:15Z,50
S43_OD_M,Humidity,Relative,2021-07-05T15:00:21Z,52
S43_OD_M,Humidity,Relative,2021-07-05T15:15:27Z,53.5
S43_OD_M,Humidity,Relative,2021-07-05T15:31:02Z,52
S43_OD_M,Humidity,Relative,2021-07-05T15:46:08Z,50
S43_OD_M,Humidity,Relative,2021-07-05T16:01:14Z,51.5
S43_OD_M,Humidity,Relative,2021-07-05T16:16:20Z,55.5
S43_OD_M,Humidity,Relative,2021-07-05T16:31:25Z,56
S43_OD_M,Humidity,Relative,2021-07-05T16:47:01Z,57.5
S43_OD_M,Humidity,Relative,2021-07-05T17:02:07Z,58.5
S43_OD_M,Humidity,Relative,2021-07-05T17:17:13Z,59.5
S43_OD_M,Humidity,Relative,2021-07-05T17:32:18Z,60
S43_OD_M,Humidity,Relative,2021-07-05T17:47:24Z,61
S43_OD_M,Humidity,Relative,2021-07-05T18:02:29Z,62.5
S43_OD_M,Humidity,Relative,2021-07-05T18:18:05Z,64
S43_OD_M,Humidity,Relative,2021-07-05T18:33:11Z,64.5
S43_OD_M,Humidity,Relative,2021-07-05T18:48:17Z,65
S43_OD_M,Humidity,Relative,2021-07-05T19:03:23Z,65.5
S43_OD_M,Humidity,Relative,2021-07-05T19:18:29Z,65.5
S43_OD_M,Humidity,Relative,2021-07-05T19:34:05Z,66.5
S43_OD_M,Humidity,Relative,2021-07-05T19:49:11Z,67
S43_OD_M,Humidity,Relative,2021-07-05T20:04:16Z,67
S43_OD_M,Humidity,Relative,2021-07-05T20:19:22Z,67
S43_OD_M,Humidity,Relative,2021-07-05T20:34:28Z,67
S43_OD_M,Humidity,Relative,2021-07-05T20:50:04Z,67
S43_OD_M,Humidity,Relative,2021-07-05T21:05:10Z,67.5
S43_OD_M,Humidity,Relative,2021-07-05T21:20:14Z,68
S43_OD_M,Humidity,Relative,2021-07-05T21:35:20Z,65.5
S43_OD_M,Humidity,Relative,2021-07-05T21:50:26Z,63.5
S43_OD_M,Humidity,Relative,2021-07-05T22:06:01Z,56
S43_OD_M,Humidity,Relative,2021-07-05T22:21:07Z,49.5
S43_OD_M,Humidity,Relative,2021-07-05T22:36:13Z,48.5
S43_OD_M,Humidity,Relative,2021-07-05T22:51:19Z,56.5
S43_OD_M,Humidity,Relative,2021-07-05T23:06:24Z,57
S43_OD_M,Humidity,Relative,2021-07-05T23:22:00Z,54.5
S43_OD_M,Humidity,Relative,2021-07-05T23:37:06Z,57
S43_OD_M,Humidity,Relative,2021-07-05T23:52:12Z,58.5
S43_OD_M,Humidity,Relative,2021-07-06T00:07:17Z,62.5
S43_OD_M,Humidity,Relative,2021-07-06T00:22:23Z,57.5
S43_OD_M,Humidity,Relative,2021-07-06T00:37:27Z,63.5
S43_OD_M,Humidity,Relative,2021-07-06T00:53:03Z,65
